name,tags,time,tank,value
fill_level,,1546300879000000000,A2,412.28717831335285
fill_level,,1546300879000000000,B1,197.80656142089194
fill_level,,1546300879000000000,B2,417.45173740428567
fill_level,,1546300879000000000,city_water,986.3888888888852
fill_level,,1546300880000000000,A1,201.97012707861197
fill_level,,1546300880000000000,A2,412.7497268383073
fill_level,,1546300880000000000,B1,198.26131939495951
fill_level,,1546300880000000000,B2,418.14015911165274
fill_level,,1546300880000000000,city_water,986.2361111111073
fill_level,,1546300881000000000,A1,201.8632376980349
fill_level,,1546300881000000000,A2,413.28020320201426
fill_level,,1546300881000000000,B1,198.01914006104292
fill_level,,1546300881000000000,B2,418.07478682711115
fill_level,,1546300881000000000,city_water,986.0833333333295
fill_level,,1546300882000000000,A1,201.70249914790114
fill_level,,1546300882000000000,A2,413.04721883891597
fill_level,,1546300882000000000,B1,198.4071996096771
fill_level,,1546300882000000000,B2,417.6486405548426
fill_level,,1546300882000000000,city_water,985.9305555555517
fill_level,,1546300883000000000,A1,201.89687274617964
fill_level,,1546300883000000000,A2,412.4857782182222
fill_level,,1546300883000000000,B1,198.5501598118165
fill_level,,1546300883000000000,B2,417.808466546321
fill_level,,1546300883000000000,city_water,985.7777777777738
fill_level,,1546300884000000000,A1,201.7987097727393
fill_level,,1546300884000000000,A2,411.9884075895888
fill_level,,1546300884000000000,B1,199.27044544475137
fill_level,,1546300884000000000,B2,417.08330807062697
fill_level,,1546300884000000000,city_water,985.624999999996
fill_level,,1546300885000000000,A1,201.958998484929
fill_level,,1546300885000000000,A2,412.27100771790913
fill_level,,1546300885000000000,B1,199.5906519016978
fill_level,,1546300885000000000,B2,417.5152246586715
fill_level,,1546300885000000000,city_water,985.4722222222182
fill_level,,1546300886000000000,A1,201.35680411252392
fill_level,,1546300886000000000,A2,411.867720677963
fill_level,,1546300886000000000,B1,199.65187201274014
fill_level,,1546300886000000000,B2,417.06196563831685
fill_level,,1546300886000000000,city_water,985.3194444444404
fill_level,,1546300887000000000,A1,201.41810987051335
fill_level,,1546300887000000000,A2,411.39379110586344
fill_level,,1546300887000000000,B1,199.84889171196602
fill_level,,1546300887000000000,B2,416.4982383027692
fill_level,,1546300887000000000,city_water,985.1666666666625
fill_level,,1546300888000000000,A1,202.00734344863272
fill_level,,1546300888000000000,A2,411.7526869551621
fill_level,,1546300888000000000,B1,200.42237025023388
fill_level,,1546300888000000000,B2,417.02221599767194
fill_level,,1546300888000000000,city_water,985.0138888888847
fill_level,,1546300889000000000,A1,202.20586133510162
fill_level,,1546300889000000000,A2,411.7032117489737
fill_level,,1546300889000000000,B1,200.50292109207422
fill_level,,1546300889000000000,B2,416.4179427711562
fill_level,,1546300889000000000,city_water,984.8611111111069
fill_level,,1546300890000000000,A1,202.6805646681055
fill_level,,1546300890000000000,A2,411.10004854844505
fill_level,,1546300890000000000,B1,200.04296578864356
fill_level,,1546300890000000000,B2,415.65896550693554
fill_level,,1546300890000000000,city_water,984.708333333329
fill_level,,1546300891000000000,A1,201.99547499604773
fill_level,,1546300891000000000,A2,411.04387785938155
fill_level,,1546300891000000000,B1,200.71421105216214
fill_level,,1546300891000000000,B2,415.97964339011503
fill_level,,1546300891000000000,city_water,984.5555555555512
fill_level,,1546300892000000000,A1,201.8084955806358
fill_level,,1546300892000000000,A2,410.75294191543134
fill_level,,1546300892000000000,B1,200.72732057304916
fill_level,,1546300892000000000,B2,416.1087736066163
fill_level,,1546300892000000000,city_water,984.4027777777734
fill_level,,1546300893000000000,A1,202.24117870893946
fill_level,,1546300893000000000,A2,410.191723796677
fill_level,,1546300893000000000,B1,200.95764009649716
fill_level,,1546300893000000000,B2,415.8110234480012
fill_level,,1546300893000000000,city_water,984.2499999999956
fill_level,,1546300894000000000,A1,201.55951520518994
fill_level,,1546300894000000000,A2,410.7419236843327
fill_level,,1546300894000000000,B1,201.36022585268447
fill_level,,1546300894000000000,B2,416.00151131538905
fill_level,,1546300894000000000,city_water,984.0972222222177
fill_level,,1546300895000000000,A1,200.90310363407997
fill_level,,1546300895000000000,A2,411.4526905032195
fill_level,,1546300895000000000,B1,201.71470371905818
fill_level,,1546300895000000000,B2,415.2581851545718
fill_level,,1546300895000000000,city_water,983.9444444444399
fill_level,,1546300896000000000,A1,200.13049542901524
fill_level,,1546300896000000000,A2,410.9022492346803
fill_level,,1546300896000000000,B1,201.28638909340143
fill_level,,1546300896000000000,B2,415.0521274853044
fill_level,,1546300896000000000,city_water,983.7916666666621
fill_level,,1546300897000000000,A1,200.68964688178187
fill_level,,1546300897000000000,A2,410.96899325105045
fill_level,,1546300897000000000,B1,200.6391649440208
fill_level,,1546300897000000000,B2,414.2478048403869
fill_level,,1546300897000000000,city_water,983.6388888888843
fill_level,,1546300898000000000,A1,201.29387052120833
fill_level,,1546300898000000000,A2,411.33571433655356
fill_level,,1546300898000000000,B1,200.58307653236125
fill_level,,1546300898000000000,B2,413.688007236958
fill_level,,1546300898000000000,city_water,983.4861111111064
fill_level,,1546300899000000000,A1,201.33038114357169
fill_level,,1546300899000000000,A2,410.81439566452406
fill_level,,1546300899000000000,B1,201.01198511775183
fill_level,,1546300899000000000,B2,413.28590216781083
fill_level,,1546300899000000000,city_water,983.3333333333286
fill_level,,1546300900000000000,A1,201.50843967840837
fill_level,,1546300900000000000,A2,411.2321498108394
fill_level,,1546300900000000000,B1,201.30510718098895
fill_level,,1546300900000000000,B2,412.6634250627257
fill_level,,1546300900000000000,city_water,983.1805555555508
fill_level,,1546300901000000000,A1,201.49220503628672
fill_level,,1546300901000000000,A2,411.70177827856287
fill_level,,1546300901000000000,B1,201.3678865146152
fill_level,,1546300901000000000,B2,412.19265468027265
fill_level,,1546300901000000000,city_water,983.0277777777729
fill_level,,1546300902000000000,A1,200.88970458183675
fill_level,,1546300902000000000,A2,411.00797849611087
fill_level,,1546300902000000000,B1,200.6027374784306
fill_level,,1546300902000000000,B2,412.0510459070217
fill_level,,1546300902000000000,city_water,982.8749999999951
fill_level,,1546300903000000000,A1,200.21887091497024
fill_level,,1546300903000000000,A2,410.93584047627405
fill_level,,1546300903000000000,B1,200.0794127129421
fill_level,,1546300903000000000,B2,412.73908896944994
fill_level,,1546300903000000000,city_water,982.7222222222173
fill_level,,1546300904000000000,A1,200.1473900549318
fill_level,,1546300904000000000,A2,411.2196464765834
fill_level,,1546300904000000000,B1,199.60423764194007
fill_level,,1546300904000000000,B2,412.1428104135967
fill_level,,1546300904000000000,city_water,982.5694444444395
fill_level,,1546300905000000000,A1,200.45702984489353
fill_level,,1546300905000000000,A2,410.7504894903839
fill_level,,1546300905000000000,B1,200.13138540457314
fill_level,,1546300905000000000,B2,412.67374594343863
fill_level,,1546300905000000000,city_water,982.4166666666616
fill_level,,1546300906000000000,A1,200.7503772901437
fill_level,,1546300906000000000,A2,410.6849500033249
fill_level,,1546300906000000000,B1,199.5749962683717
fill_level,,1546300906000000000,B2,412.36676256062714
fill_level,,1546300906000000000,city_water,982.2638888888838
fill_level,,1546300907000000000,A1,201.3927979013059
fill_level,,1546300907000000000,A2,410.682664633051
fill_level,,1546300907000000000,B1,200.12572931491295
fill_level,,1546300907000000000,B2,412.8728076004691
fill_level,,1546300907000000000,city_water,982.111111111106
fill_level,,1546300908000000000,A1,201.8817236824409
fill_level,,1546300908000000000,A2,410.408470461718
fill_level,,1546300908000000000,B1,199.88117714638992
fill_level,,1546300908000000000,B2,413.6426928662746
fill_level,,1546300908000000000,city_water,981.9583333333281
fill_level,,1546300909000000000,A1,201.37673651851466
fill_level,,1546300909000000000,A2,410.5281104513799
fill_level,,1546300909000000000,B1,199.37462198212918
fill_level,,1546300909000000000,B2,414.4516279959684
fill_level,,1546300909000000000,city_water,981.8055555555503
fill_level,,1546300910000000000,A1,200.60749784850805
fill_level,,1546300910000000000,A2,410.00907413991865
fill_level,,1546300910000000000,B1,199.22878393473903
fill_level,,1546300910000000000,B2,414.18493328084725
fill_level,,1546300910000000000,city_water,981.6527777777725
