name,tags,time,pump,tank,value
pump_speed,,1546300861000000000,I1,city_water,0
pump_speed,,1546300862000000000,I1,city_water,0
pump_speed,,1546300863000000000,I1,city_water,0
pump_speed,,1546300864000000000,I1,city_water,0
pump_speed,,1546300865000000000,I1,city_water,0
pump_speed,,1546300866000000000,I1,city_water,0
pump_speed,,1546300867000000000,I1,city_water,0
pump_speed,,1546300868000000000,I1,city_water,0
pump_speed,,1546300869000000000,I1,city_water,0
pump_speed,,1546300870000000000,I1,city_water,0
pump_speed,,1546300871000000000,I1,city_water,0
pump_speed,,1546300872000000000,I1,city_water,0
pump_speed,,1546300873000000000,I1,city_water,0
pump_speed,,1546300874000000000,I1,city_water,0
pump_speed,,1546300875000000000,I1,city_water,0
pump_speed,,1546300876000000000,I1,city_water,0
pump_speed,,1546300877000000000,I1,city_water,0
pump_speed,,1546300878000000000,I1,city_water,0
pump_speed,,1546300879000000000,I1,city_water,0
pump_speed,,1546300880000000000,I1,city_water,0
pump_speed,,1546300881000000000,I1,city_water,0
pump_speed,,1546300882000000000,I1,city_water,0
pump_speed,,1546300883000000000,I1,city_water,0
pump_speed,,1546300884000000000,I1,city_water,0
pump_speed,,1546300885000000000,I1,city_water,0
pump_speed,,1546300886000000000,I1,city_water,0
pump_speed,,1546300887000000000,I1,city_water,0
pump_speed,,1546300888000000000,I1,city_water,0
pump_speed,,1546300889000000000,I1,city_water,0
pump_speed,,1546300890000000000,I1,city_water,0
pump_speed,,1546300891000000000,I1,city_water,0
pump_speed,,1546300892000000000,I1,city_water,0
pump_speed,,1546300893000000000,I1,city_water,0
pump_speed,,1546300894000000000,I1,city_water,0
pump_speed,,1546300895000000000,I1,city_water,0
pump_speed,,1546300896000000000,I1,city_water,0
pump_speed,,1546300897000000000,I1,city_water,0
pump_speed,,1546300898000000000,I1,city_water,0
pump_speed,,1546300899000000000,I1,city_water,0
pump_speed,,1546300900000000000,I1,city_water,0
pump_speed,,1546300901000000000,I1,city_water,0
pump_speed,,1546300902000000000,I1,city_water,0
pump_speed,,1546300903000000000,I1,city_water,0
pump_speed,,1546300904000000000,I1,city_water,0
pump_speed,,1546300905000000000,I1,city_water,0
pump_speed,,1546300906000000000,I1,city_water,0
pump_speed,,1546300907000000000,I1,city_water,0
pump_speed,,1546300908000000000,I1,city_water,0
pump_speed,,1546300909000000000,I1,city_water,0
pump_speed,,1546300910000000000,I1,city_water,0
pump_speed,,1546300911000000000,I1,city_water,0
pump_speed,,1546300912000000000,I1,city_water,0
pump_speed,,1546300913000000000,I1,city_water,0
pump_speed,,1546300914000000000,I1,city_water,0
pump_speed,,1546300915000000000,I1,city_water,0
pump_speed,,1546300916000000000,I1,city_water,0
pump_speed,,1546300917000000000,I1,city_water,0
pump_speed,,1546300918000000000,I1,city_water,0
pump_speed,,1546300919000000000,I1,city_water,0
pump_speed,,1546300920000000000,I1,city_water,0
pump_speed,,1546300921000000000,I1,city_water,0
pump_speed,,1546300922000000000,I1,city_water,0
pump_speed,,1546300923000000000,I1,city_water,0
pump_speed,,1546300924000000000,I1,city_water,0
pump_speed,,1546300925000000000,I1,city_water,0
pump_speed,,1546300926000000000,I1,city_water,0
pump_speed,,1546300927000000000,I1,city_water,0
pump_speed,,1546300928000000000,I1,city_water,0
pump_speed,,1546300929000000000,I1,city_water,0
pump_speed,,1546300930000000000,I1,city_water,0
pump_speed,,1546300931000000000,I1,city_water,0
pump_speed,,1546300932000000000,I1,city_water,0
pump_speed,,1546300933000000000,I1,city_water,0
pump_speed,,1546300934000000000,I1,city_water,0
pump_speed,,1546300935000000000,I1,city_water,0
pump_speed,,1546300936000000000,I1,city_water,0
pump_speed,,1546300937000000000,I1,city_water,0
pump_speed,,1546300938000000000,I1,city_water,0
pump_speed,,1546300939000000000,I1,city_water,0
pump_speed,,1546300940000000000,I1,city_water,0
pump_speed,,1546300941000000000,I1,city_water,0
pump_speed,,1546300942000000000,I1,city_water,0
pump_speed,,1546300943000000000,I1,city_water,0
pump_speed,,1546300944000000000,I1,city_water,0
pump_speed,,1546300945000000000,I1,city_water,0
pump_speed,,1546300946000000000,I1,city_water,0
pump_speed,,1546300947000000000,I1,city_water,0
pump_speed,,1546300948000000000,I1,city_water,0
pump_speed,,1546300949000000000,I1,city_water,0
pump_speed,,1546300950000000000,I1,city_water,0
pump_speed,,1546300951000000000,I1,city_water,0
pump_speed,,1546300952000000000,I1,city_water,0
pump_speed,,1546300953000000000,I1,city_water,0
pump_speed,,1546300954000000000,I1,city_water,0
pump_speed,,1546300955000000000,I1,city_water,0
pump_speed,,1546300956000000000,I1,city_water,0
pump_speed,,1546300957000000000,I1,city_water,0
pump_speed,,1546300958000000000,I1,city_water,0
pump_speed,,1546300959000000000,I1,city_water,0
pump_speed,,1546300960000000000,I1,city_water,0
pump_speed,,1546300961000000000,I1,city_water,0
pump_speed,,1546300962000000000,I1,city_water,0
pump_speed,,1546300963000000000,I1,city_water,0
pump_speed,,1546300964000000000,I1,city_water,0
pump_speed,,1546300965000000000,I1,city_water,0
pump_speed,,1546300966000000000,I1,city_water,0
pump_speed,,1546300967000000000,I1,city_water,0
pump_speed,,1546300968000000000,I1,city_water,0
pump_speed,,1546300969000000000,I1,city_water,0
pump_speed,,1546300970000000000,I1,city_water,0
pump_speed,,1546300971000000000,I1,city_water,0
pump_speed,,1546300972000000000,I1,city_water,0
pump_speed,,1546300973000000000,I1,city_water,0
pump_speed,,1546300974000000000,I1,city_water,0
pump_speed,,1546300975000000000,I1,city_water,0
pump_speed,,1546300976000000000,I1,city_water,0
pump_speed,,1546300977000000000,I1,city_water,0
pump_speed,,1546300978000000000,I1,city_water,0
pump_speed,,1546300979000000000,I1,city_water,0
pump_speed,,1546300980000000000,I1,city_water,0
pump_speed,,1546300981000000000,I1,city_water,0
pump_speed,,1546300982000000000,I1,city_water,0
pump_speed,,1546300983000000000,I1,city_water,0
pump_speed,,1546300984000000000,I1,city_water,0
pump_speed,,1546300985000000000,I1,city_water,0
pump_speed,,1546300986000000000,I1,city_water,0
pump_speed,,1546300987000000000,I1,city_water,0
pump_speed,,1546300988000000000,I1,city_water,0
pump_speed,,1546300989000000000,I1,city_water,0
pump_speed,,1546300990000000000,I1,city_water,0
pump_speed,,1546300991000000000,I1,city_water,0
pump_speed,,1546300992000000000,I1,city_water,0
pump_speed,,1546300993000000000,I1,city_water,0
pump_speed,,1546300994000000000,I1,city_water,0
pump_speed,,1546300995000000000,I1,city_water,0
pump_speed,,1546300996000000000,I1,city_water,0
pump_speed,,1546300997000000000,I1,city_water,0
pump_speed,,1546300998000000000,I1,city_water,0
pump_speed,,1546300999000000000,I1,city_water,0
pump_speed,,1546301000000000000,I1,city_water,0
pump_speed,,1546301001000000000,I1,city_water,0
pump_speed,,1546301002000000000,I1,city_water,0
pump_speed,,1546301003000000000,I1,city_water,0
pump_speed,,1546301004000000000,I1,city_water,0
pump_speed,,1546301005000000000,I1,city_water,0
pump_speed,,1546301006000000000,I1,city_water,0
pump_speed,,1546301007000000000,I1,city_water,0
pump_speed,,1546301008000000000,I1,city_water,0
pump_speed,,1546301009000000000,I1,city_water,0
pump_speed,,1546301010000000000,I1,city_water,0
pump_speed,,1546301011000000000,I1,city_water,0
pump_speed,,1546301012000000000,I1,city_water,0
pump_speed,,1546301013000000000,I1,city_water,0
pump_speed,,1546301014000000000,I1,city_water,0
pump_speed,,1546301015000000000,I1,city_water,0
pump_speed,,1546301016000000000,I1,city_water,0
pump_speed,,1546301017000000000,I1,city_water,0
pump_speed,,1546301018000000000,I1,city_water,0
pump_speed,,1546301019000000000,I1,city_water,0
pump_speed,,1546301020000000000,I1,city_water,0
pump_speed,,1546301021000000000,I1,city_water,0
pump_speed,,1546301022000000000,I1,city_water,0
pump_speed,,1546301023000000000,I1,city_water,0
pump_speed,,1546301024000000000,I1,city_water,0
pump_speed,,1546301025000000000,I1,city_water,0
pump_speed,,1546301026000000000,I1,city_water,0
pump_speed,,1546301027000000000,I1,city_water,0
pump_speed,,1546301028000000000,I1,city_water,0
pump_speed,,1546301029000000000,I1,city_water,0
pump_speed,,1546301030000000000,I1,city_water,0
pump_speed,,1546301031000000000,I1,city_water,0
pump_speed,,1546301032000000000,I1,city_water,0
pump_speed,,1546301033000000000,I1,city_water,0
pump_speed,,1546301034000000000,I1,city_water,0
pump_speed,,1546301035000000000,I1,city_water,0
pump_speed,,1546301036000000000,I1,city_water,0
pump_speed,,1546301037000000000,I1,city_water,0
pump_speed,,1546301038000000000,I1,city_water,0
pump_speed,,1546301039000000000,I1,city_water,0
pump_speed,,1546301040000000000,I1,city_water,0
pump_speed,,1546301041000000000,I1,city_water,0
pump_speed,,1546301042000000000,I1,city_water,0
pump_speed,,1546301043000000000,I1,city_water,0
pump_speed,,1546301044000000000,I1,city_water,0
pump_speed,,1546301045000000000,I1,city_water,0
pump_speed,,1546301046000000000,I1,city_water,0
pump_speed,,1546301047000000000,I1,city_water,0
pump_speed,,1546301048000000000,I1,city_water,0
pump_speed,,1546301049000000000,I1,city_water,0
pump_speed,,1546301050000000000,I1,city_water,0
pump_speed,,1546301051000000000,I1,city_water,0
pump_speed,,1546301052000000000,I1,city_water,0
pump_speed,,1546301053000000000,I1,city_water,0
pump_speed,,1546301054000000000,I1,city_water,0
pump_speed,,1546301055000000000,I1,city_water,0
pump_speed,,1546301056000000000,I1,city_water,0
pump_speed,,1546301057000000000,I1,city_water,0
pump_speed,,1546301058000000000,I1,city_water,0
pump_speed,,1546301059000000000,I1,city_water,0
pump_speed,,1546301060000000000,I1,city_water,0
pump_speed,,1546301061000000000,I1,city_water,0
pump_speed,,1546301062000000000,I1,city_water,0
pump_speed,,1546301063000000000,I1,city_water,0
pump_speed,,1546301064000000000,I1,city_water,0
pump_speed,,1546301065000000000,I1,city_water,0
pump_speed,,1546301066000000000,I1,city_water,0
pump_speed,,1546301067000000000,I1,city_water,0
pump_speed,,1546301068000000000,I1,city_water,0
pump_speed,,1546301069000000000,I1,city_water,0
pump_speed,,1546301070000000000,I1,city_water,0
pump_speed,,1546301071000000000,I1,city_water,0
pump_speed,,1546301072000000000,I1,city_water,0
pump_speed,,1546301073000000000,I1,city_water,0
pump_speed,,1546301074000000000,I1,city_water,0
pump_speed,,1546301075000000000,I1,city_water,0
pump_speed,,1546301076000000000,I1,city_water,0
pump_speed,,1546301077000000000,I1,city_water,0
pump_speed,,1546301078000000000,I1,city_water,0
pump_speed,,1546301079000000000,I1,city_water,0
pump_speed,,1546301080000000000,I1,city_water,0
pump_speed,,1546301081000000000,I1,city_water,0
pump_speed,,1546301082000000000,I1,city_water,0
pump_speed,,1546301083000000000,I1,city_water,0
pump_speed,,1546301084000000000,I1,city_water,0
pump_speed,,1546301085000000000,I1,city_water,0
pump_speed,,1546301086000000000,I1,city_water,0
pump_speed,,1546301087000000000,I1,city_water,0
pump_speed,,1546301088000000000,I1,city_water,0
pump_speed,,1546301089000000000,I1,city_water,0
pump_speed,,1546301090000000000,I1,city_water,0
pump_speed,,1546301091000000000,I1,city_water,0
pump_speed,,1546301092000000000,I1,city_water,0
pump_speed,,1546301093000000000,I1,city_water,0
pump_speed,,1546301094000000000,I1,city_water,0
pump_speed,,1546301095000000000,I1,city_water,0
pump_speed,,1546301096000000000,I1,city_water,0
pump_speed,,1546301097000000000,I1,city_water,0
pump_speed,,1546301098000000000,I1,city_water,0
pump_speed,,1546301099000000000,I1,city_water,0
pump_speed,,1546301100000000000,I1,city_water,0
pump_speed,,1546301101000000000,I1,city_water,0
pump_speed,,1546301102000000000,I1,city_water,0
pump_speed,,1546301103000000000,I1,city_water,0
pump_speed,,1546301104000000000,I1,city_water,0
pump_speed,,1546301105000000000,I1,city_water,0
pump_speed,,1546301106000000000,I1,city_water,0
pump_speed,,1546301107000000000,I1,city_water,0
pump_speed,,1546301108000000000,I1,city_water,0
pump_speed,,1546301109000000000,I1,city_water,0
pump_speed,,1546301110000000000,I1,city_water,0
pump_speed,,1546301111000000000,I1,city_water,0
pump_speed,,1546301112000000000,I1,city_water,0
pump_speed,,1546301113000000000,I1,city_water,0
pump_speed,,1546301114000000000,I1,city_water,0
pump_speed,,1546301115000000000,I1,city_water,0
pump_speed,,1546301116000000000,I1,city_water,0
pump_speed,,1546301117000000000,I1,city_water,0
pump_speed,,1546301118000000000,I1,city_water,0
pump_speed,,1546301119000000000,I1,city_water,0
pump_speed,,1546301120000000000,I1,city_water,0
pump_speed,,1546301121000000000,I1,city_water,0
pump_speed,,1546301122000000000,I1,city_water,0
pump_speed,,1546301123000000000,I1,city_water,0
pump_speed,,1546301124000000000,I1,city_water,0
pump_speed,,1546301125000000000,I1,city_water,0
pump_speed,,1546301126000000000,I1,city_water,0
pump_speed,,1546301127000000000,I1,city_water,0
pump_speed,,1546301128000000000,I1,city_water,0
pump_speed,,1546301129000000000,I1,city_water,0
pump_speed,,1546301130000000000,I1,city_water,0
pump_speed,,1546301131000000000,I1,city_water,0
pump_speed,,1546301132000000000,I1,city_water,0
pump_speed,,1546301133000000000,I1,city_water,0
pump_speed,,1546301134000000000,I1,city_water,0
pump_speed,,1546301135000000000,I1,city_water,0
pump_speed,,1546301136000000000,I1,city_water,0
pump_speed,,1546301137000000000,I1,city_water,0
pump_speed,,1546301138000000000,I1,city_water,0
pump_speed,,1546301139000000000,I1,city_water,0
pump_speed,,1546301140000000000,I1,city_water,0
pump_speed,,1546301141000000000,I1,city_water,0
pump_speed,,1546301142000000000,I1,city_water,0
pump_speed,,1546301143000000000,I1,city_water,0
pump_speed,,1546301144000000000,I1,city_water,0
pump_speed,,1546301145000000000,I1,city_water,0
pump_speed,,1546301146000000000,I1,city_water,0
pump_speed,,1546301147000000000,I1,city_water,0
pump_speed,,1546301148000000000,I1,city_water,0
pump_speed,,1546301149000000000,I1,city_water,0
pump_speed,,1546301150000000000,I1,city_water,0
pump_speed,,1546301151000000000,I1,city_water,0
pump_speed,,1546301152000000000,I1,city_water,0
pump_speed,,1546301153000000000,I1,city_water,0
pump_speed,,1546301154000000000,I1,city_water,0
pump_speed,,1546301155000000000,I1,city_water,0
pump_speed,,1546301156000000000,I1,city_water,0
pump_speed,,1546301157000000000,I1,city_water,0
pump_speed,,1546301158000000000,I1,city_water,0
pump_speed,,1546301159000000000,I1,city_water,0
pump_speed,,1546301160000000000,I1,city_water,0
pump_speed,,1546301161000000000,I1,city_water,0
pump_speed,,1546301162000000000,I1,city_water,0
pump_speed,,1546301163000000000,I1,city_water,0
pump_speed,,1546301164000000000,I1,city_water,0
pump_speed,,1546301165000000000,I1,city_water,0
pump_speed,,1546301166000000000,I1,city_water,0
pump_speed,,1546301167000000000,I1,city_water,0
pump_speed,,1546301168000000000,I1,city_water,0
pump_speed,,1546301169000000000,I1,city_water,0
pump_speed,,1546301170000000000,I1,city_water,0
pump_speed,,1546301171000000000,I1,city_water,0
pump_speed,,1546301172000000000,I1,city_water,0
pump_speed,,1546301173000000000,I1,city_water,0
pump_speed,,1546301174000000000,I1,city_water,0
pump_speed,,1546301175000000000,I1,city_water,0
pump_speed,,1546301176000000000,I1,city_water,0
pump_speed,,1546301177000000000,I1,city_water,0
pump_speed,,1546301178000000000,I1,city_water,0
pump_speed,,1546301179000000000,I1,city_water,0
pump_speed,,1546301180000000000,I1,city_water,0
pump_speed,,1546301181000000000,I1,city_water,0
pump_speed,,1546301182000000000,I1,city_water,0
pump_speed,,1546301183000000000,I1,city_water,0
pump_speed,,1546301184000000000,I1,city_water,0
pump_speed,,1546301185000000000,I1,city_water,0
pump_speed,,1546301186000000000,I1,city_water,0
pump_speed,,1546301187000000000,I1,city_water,0
pump_speed,,1546301188000000000,I1,city_water,0
pump_speed,,1546301189000000000,I1,city_water,0
pump_speed,,1546301190000000000,I1,city_water,0
pump_speed,,1546301191000000000,I1,city_water,0
pump_speed,,1546301192000000000,I1,city_water,0
pump_speed,,1546301193000000000,I1,city_water,0
pump_speed,,1546301194000000000,I1,city_water,0
pump_speed,,1546301195000000000,I1,city_water,0
pump_speed,,1546301196000000000,I1,city_water,0
pump_speed,,1546301197000000000,I1,city_water,0
pump_speed,,1546301198000000000,I1,city_water,0
pump_speed,,1546301199000000000,I1,city_water,0
pump_speed,,1546301200000000000,I1,city_water,0
pump_speed,,1546301201000000000,I1,city_water,0
pump_speed,,1546301202000000000,I1,city_water,0
pump_speed,,1546301203000000000,I1,city_water,0
pump_speed,,1546301204000000000,I1,city_water,0
pump_speed,,1546301205000000000,I1,city_water,0
pump_speed,,1546301206000000000,I1,city_water,0
pump_speed,,1546301207000000000,I1,city_water,0
pump_speed,,1546301208000000000,I1,city_water,0
pump_speed,,1546301209000000000,I1,city_water,0
pump_speed,,1546301210000000000,I1,city_water,0
pump_speed,,1546301211000000000,I1,city_water,0
pump_speed,,1546301212000000000,I1,city_water,0
pump_speed,,1546301213000000000,I1,city_water,0
pump_speed,,1546301214000000000,I1,city_water,0
pump_speed,,1546301215000000000,I1,city_water,0
pump_speed,,1546301216000000000,I1,city_water,0
pump_speed,,1546301217000000000,I1,city_water,0
pump_speed,,1546301218000000000,I1,city_water,0
pump_speed,,1546301219000000000,I1,city_water,0
pump_speed,,1546301220000000000,I1,city_water,0
pump_speed,,1546301221000000000,I1,city_water,0
pump_speed,,1546301222000000000,I1,city_water,0
pump_speed,,1546301223000000000,I1,city_water,0
pump_speed,,1546301224000000000,I1,city_water,0
pump_speed,,1546301225000000000,I1,city_water,0
pump_speed,,1546301226000000000,I1,city_water,0
pump_speed,,1546301227000000000,I1,city_water,0
pump_speed,,1546301228000000000,I1,city_water,0
pump_speed,,1546301229000000000,I1,city_water,0
pump_speed,,1546301230000000000,I1,city_water,0
pump_speed,,1546301231000000000,I1,city_water,0
pump_speed,,1546301232000000000,I1,city_water,0
pump_speed,,1546301233000000000,I1,city_water,0
pump_speed,,1546301234000000000,I1,city_water,0
pump_speed,,1546301235000000000,I1,city_water,0
pump_speed,,1546301236000000000,I1,city_water,0
pump_speed,,1546301237000000000,I1,city_water,0
pump_speed,,1546301238000000000,I1,city_water,0
pump_speed,,1546301239000000000,I1,city_water,0
pump_speed,,1546301240000000000,I1,city_water,0
pump_speed,,1546301241000000000,I1,city_water,0
pump_speed,,1546301242000000000,I1,city_water,0
pump_speed,,1546301243000000000,I1,city_water,0
pump_speed,,1546301244000000000,I1,city_water,0
pump_speed,,1546301245000000000,I1,city_water,0
pump_speed,,1546301246000000000,I1,city_water,0
pump_speed,,1546301247000000000,I1,city_water,0
pump_speed,,1546301248000000000,I1,city_water,0
pump_speed,,1546301249000000000,I1,city_water,0
pump_speed,,1546301250000000000,I1,city_water,0
pump_speed,,1546301251000000000,I1,city_water,0
pump_speed,,1546301252000000000,I1,city_water,0
pump_speed,,1546301253000000000,I1,city_water,0
pump_speed,,1546301254000000000,I1,city_water,0
pump_speed,,1546301255000000000,I1,city_water,0
pump_speed,,1546301256000000000,I1,city_water,0
pump_speed,,1546301257000000000,I1,city_water,0
pump_speed,,1546301258000000000,I1,city_water,0
pump_speed,,1546301259000000000,I1,city_water,0
pump_speed,,1546301260000000000,I1,city_water,0
pump_speed,,1546301261000000000,I1,city_water,0
pump_speed,,1546301262000000000,I1,city_water,0
pump_speed,,1546301263000000000,I1,city_water,0
pump_speed,,1546301264000000000,I1,city_water,0
pump_speed,,1546301265000000000,I1,city_water,0
pump_speed,,1546301266000000000,I1,city_water,0
pump_speed,,1546301267000000000,I1,city_water,0
pump_speed,,1546301268000000000,I1,city_water,0
pump_speed,,1546301269000000000,I1,city_water,0
pump_speed,,1546301270000000000,I1,city_water,0
pump_speed,,1546301271000000000,I1,city_water,0
pump_speed,,1546301272000000000,I1,city_water,0
pump_speed,,1546301273000000000,I1,city_water,0
pump_speed,,1546301274000000000,I1,city_water,0
pump_speed,,1546301275000000000,I1,city_water,0
pump_speed,,1546301276000000000,I1,city_water,0
pump_speed,,1546301277000000000,I1,city_water,0
pump_speed,,1546301278000000000,I1,city_water,0
pump_speed,,1546301279000000000,I1,city_water,0
pump_speed,,1546301280000000000,I1,city_water,0
pump_speed,,1546301281000000000,I1,city_water,0
pump_speed,,1546301282000000000,I1,city_water,0
pump_speed,,1546301283000000000,I1,city_water,0
pump_speed,,1546301284000000000,I1,city_water,0
pump_speed,,1546301285000000000,I1,city_water,0
pump_speed,,1546301286000000000,I1,city_water,0
pump_speed,,1546301287000000000,I1,city_water,0
pump_speed,,1546301288000000000,I1,city_water,0
pump_speed,,1546301289000000000,I1,city_water,0
pump_speed,,1546301290000000000,I1,city_water,0
pump_speed,,1546301291000000000,I1,city_water,0
pump_speed,,1546301292000000000,I1,city_water,0
pump_speed,,1546301293000000000,I1,city_water,0
pump_speed,,1546301294000000000,I1,city_water,0
pump_speed,,1546301295000000000,I1,city_water,0
pump_speed,,1546301296000000000,I1,city_water,0
pump_speed,,1546301297000000000,I1,city_water,0
pump_speed,,1546301298000000000,I1,city_water,0
pump_speed,,1546301299000000000,I1,city_water,0
pump_speed,,1546301300000000000,I1,city_water,0
pump_speed,,1546301301000000000,I1,city_water,0
pump_speed,,1546301302000000000,I1,city_water,0
pump_speed,,1546301303000000000,I1,city_water,0
pump_speed,,1546301304000000000,I1,city_water,0
pump_speed,,1546301305000000000,I1,city_water,0
pump_speed,,1546301306000000000,I1,city_water,0
pump_speed,,1546301307000000000,I1,city_water,0
pump_speed,,1546301308000000000,I1,city_water,0
pump_speed,,1546301309000000000,I1,city_water,0
pump_speed,,1546301310000000000,I1,city_water,0
pump_speed,,1546301311000000000,I1,city_water,0
pump_speed,,1546301312000000000,I1,city_water,0
pump_speed,,1546301313000000000,I1,city_water,0
pump_speed,,1546301314000000000,I1,city_water,0
pump_speed,,1546301315000000000,I1,city_water,0
pump_speed,,1546301316000000000,I1,city_water,0
pump_speed,,1546301317000000000,I1,city_water,0
pump_speed,,1546301318000000000,I1,city_water,0
pump_speed,,1546301319000000000,I1,city_water,0
pump_speed,,1546301320000000000,I1,city_water,0
pump_speed,,1546301321000000000,I1,city_water,0
pump_speed,,1546301322000000000,I1,city_water,0
pump_speed,,1546301323000000000,I1,city_water,0
pump_speed,,1546301324000000000,I1,city_water,0
pump_speed,,1546301325000000000,I1,city_water,0
pump_speed,,1546301326000000000,I1,city_water,0
pump_speed,,1546301327000000000,I1,city_water,0
pump_speed,,1546301328000000000,I1,city_water,0
pump_speed,,1546301329000000000,I1,city_water,0
pump_speed,,1546301330000000000,I1,city_water,0
pump_speed,,1546301331000000000,I1,city_water,0
pump_speed,,1546301332000000000,I1,city_water,0
pump_speed,,1546301333000000000,I1,city_water,0
pump_speed,,1546301334000000000,I1,city_water,0
pump_speed,,1546301335000000000,I1,city_water,0
pump_speed,,1546301336000000000,I1,city_water,0
pump_speed,,1546301337000000000,I1,city_water,0
pump_speed,,1546301338000000000,I1,city_water,0
pump_speed,,1546301339000000000,I1,city_water,0
pump_speed,,1546301340000000000,I1,city_water,0
pump_speed,,1546301341000000000,I1,city_water,0
pump_speed,,1546301342000000000,I1,city_water,0
pump_speed,,1546301343000000000,I1,city_water,0
pump_speed,,1546301344000000000,I1,city_water,0
pump_speed,,1546301345000000000,I1,city_water,0
pump_speed,,1546301346000000000,I1,city_water,0
pump_speed,,1546301347000000000,I1,city_water,0
pump_speed,,1546301348000000000,I1,city_water,0
pump_speed,,1546301349000000000,I1,city_water,0
pump_speed,,1546301350000000000,I1,city_water,0
pump_speed,,1546301351000000000,I1,city_water,0
pump_speed,,1546301352000000000,I1,city_water,0
pump_speed,,1546301353000000000,I1,city_water,0
pump_speed,,1546301354000000000,I1,city_water,0
pump_speed,,1546301355000000000,I1,city_water,0
pump_speed,,1546301356000000000,I1,city_water,0
pump_speed,,1546301357000000000,I1,city_water,0
pump_speed,,1546301358000000000,I1,city_water,0
pump_speed,,1546301359000000000,I1,city_water,0
pump_speed,,1546301360000000000,I1,city_water,0
pump_speed,,1546301361000000000,I1,city_water,0
pump_speed,,1546301362000000000,I1,city_water,0
pump_speed,,1546301363000000000,I1,city_water,0
pump_speed,,1546301364000000000,I1,city_water,0
pump_speed,,1546301365000000000,I1,city_water,0
pump_speed,,1546301366000000000,I1,city_water,0
pump_speed,,1546301367000000000,I1,city_water,0
pump_speed,,1546301368000000000,I1,city_water,0
pump_speed,,1546301369000000000,I1,city_water,0
pump_speed,,1546301370000000000,I1,city_water,0
pump_speed,,1546301371000000000,I1,city_water,0
pump_speed,,1546301372000000000,I1,city_water,0
pump_speed,,1546301373000000000,I1,city_water,0
pump_speed,,1546301374000000000,I1,city_water,0
pump_speed,,1546301375000000000,I1,city_water,0
pump_speed,,1546301376000000000,I1,city_water,0
pump_speed,,1546301377000000000,I1,city_water,0
pump_speed,,1546301378000000000,I1,city_water,0
pump_speed,,1546301379000000000,I1,city_water,0
pump_speed,,1546301380000000000,I1,city_water,0
pump_speed,,1546301381000000000,I1,city_water,0
